	0
443	1.0239744
446	0.69262314
447	1.0507555
448	0.7681877
449	0.59154266
450	1.1597202
451	1.1644325
455	1.3865854
456	0.79740465
458	1.4408504
464	0.8124162
466	0.84668565
469	1.079866
471	1.1180409
472	1.227796
474	1.1003336
476	0.76628304
478	0.5529567
479	1.3540317
481	1.1122756
486	0.6541467
487	0.4795975
489	0.488672
490	0.9117247
493	0.9184744
495	0.7785748
496	0.5599842
505	0.59003174
515	0.7334068
526	0.731269
527	0.6621942
528	1.3599988
529	0.7282008
530	0.84668565
531	0.62429
534	1.2269638
535	0.9074279
536	1.1331176
537	1.646397
538	2.7504144
539	0.6104186
540	1.0361223
541	0.6524018
543	1.2251469
544	1.1590093
545	1.0253502
548	0.84668565
549	0.84668565
550	1.5255833
551	1.0575681
552	0.56022525
556	0.5960825
557	1.3111744
558	1.5374901
559	0.9032045
561	0.61906636
563	1.9924167
564	0.67006797
566	1.3107634
567	1.2197706
568	0.61332333
569	1.2994754
570	1.6316278
571	0.909712
572	0.5202955
573	1.3013341
576	1.0574037
577	0.8226344
578	0.7866845
579	1.3643564
580	1.4547915
581	1.2866142
582	1.3171563
583	1.23972
584	1.3429989
585	1.1832194
586	0.7427942
587	0.5890456
588	1.1817722
589	0.61735237
590	0.898877
591	1.7954657
592	1.0710623
593	1.1937897
594	0.84668565
596	0.756575
597	1.2114801
598	0.84668565
599	0.72461665
600	1.2727287
601	1.7319676
604	0.84668565
605	0.70434
607	0.49447846
608	1.4018133
609	0.9638653
610	0.54939425
612	0.72491485
613	1.321886
614	0.84668565
615	0.68420774
616	0.6262053
617	0.82201815
618	1.0830628
620	1.0002272
621	1.9035921
622	1.6589354
623	0.8209736
624	0.595975
626	0.745134
627	0.7673438
631	1.3233062
632	0.60366595
633	0.63326895
634	0.9875133
635	0.9090081
636	1.1727409
637	1.4456948
638	1.6729938
639	1.1041844
640	0.9257521
641	1.2673202
642	1.428551
643	1.3009263
644	1.4366251
645	1.2531084
646	1.5402544
648	0.75052375
649	1.9581715
650	0.5938142
651	1.728
652	0.74360996
657	1.3047487
658	1.6088591
660	0.9274414
661	1.3927095
662	1.178935
664	1.1603076
666	0.6291485
669	0.6892252
670	1.4311355
677	0.662433
683	1.789577
684	1.6038144
685	2.2292309
686	1.4452344
687	1.1124334
689	1.5183599
690	1.8066901
691	1.1135256
692	1.5505238
693	1.1740369
694	1.730618
695	1.0098681
696	1.7000349
697	0.49850956
698	0.88980156
699	0.6713463
700	1.1018637
701	1.1830233
702	1.4880145
703	0.68691844
705	1.6205852
706	1.43366
707	1.1870015
708	1.0936333
710	0.91570425
711	1.3679255
713	0.9949769
715	1.3444399
719	1.5596508
721	1.5131253
722	1.4107275
723	0.67738944
726	0.66193044
727	1.2410383
728	0.89085984
729	1.1187631
730	1.3000627
735	0.9507062
738	0.9493345
739	0.7183319
740	1.3261809
741	0.72594136
742	0.9245651
743	1.2197568
744	1.3145128
745	1.506459
748	1.1262138
750	0.66054714
751	1.5945908
752	1.0732005
755	0.52014065
762	1.4127436
763	1.7566099
766	1.1820335
769	1.183387
770	1.268017
771	1.7795889
777	1.3076141
778	1.275797
779	1.6771352
781	1.15667
783	1.2833288
784	0.5660286
785	1.2411472
786	1.2295799
788	1.818074
790	1.6212792
792	1.4924085
793	1.308356
796	1.044386
798	0.8284701
799	1.5303413
803	1.3319747
804	1.299731
808	1.119169
809	0.62960476
811	0.99004537
812	0.85011584
814	0.87979007
815	1.1819667
819	1.6366167
823	0.47983474
824	0.6174268
825	0.5249682
828	1.140673
831	1.4534278
833	0.81602645
835	0.7185798
836	1.2610279
837	1.3910873
841	1.3253407
844	1.1471847
845	0.99904454
847	1.2400569
848	1.4156191
850	0.93026775
851	1.0821979
852	1.4245081
858	1.1596199
859	0.56792414
861	1.6447908
862	1.7720149
866	1.2933524
869	0.99130464
870	1.4053018
871	0.99202365
872	1.149148
873	1.1196609
874	1.2420813
875	1.195703
876	1.5097905
878	1.428946
880	1.1217746
883	0.72472924
886	0.84668565
890	0.8401392
891	1.2461188
893	1.2665952
894	1.1354045
896	1.4738451
897	1.3123908
903	1.2085109
905	0.84668565
907	0.94216645
908	1.222883
909	1.3948169
910	1.4167295
913	0.47654802
914	1.7164994
915	1.2287827
916	0.83728325
917	1.1960925
918	1.526875
919	1.1242509
921	0.85797083
922	1.4261161
925	1.3300185
926	1.1564102
928	1.1901475
929	1.2790487
934	1.3281941
936	1.4304745
937	1.4580553
938	1.6179495
939	0.94470006
941	1.2446104
942	0.973257
943	1.375155
944	1.1900535
945	0.9118452
949	1.1568451
951	1.038578
952	1.1510003
953	0.6505138
958	1.1237576
959	1.1449757
960	1.0008924
961	1.3514633
962	1.4114105
964	1.0512322
965	0.5116379
966	1.9365218
967	0.64729536
968	1.8822739
970	1.3563106
971	1.2021784
972	0.5538602
973	1.2170774
974	0.50798726
977	1.2764304
979	1.1689429
980	1.9639676
982	0.6686517
983	1.1890697
984	1.1417643
985	1.5027646
986	1.3966994
987	1.1374825
988	0.905367
989	1.0839875
990	0.57762945
991	1.8379449
992	1.1369011
993	1.2398615
994	0.9847449
995	1.202542
996	1.7556995
997	0.59550786
998	1.7380319
999	1.129678
1000	1.4276253
1001	1.1678739
1002	1.4959304
1003	1.0808789
1004	1.1615378
1005	1.1749005
1007	1.1050429
1010	1.9607176
1012	1.3039896
1013	1.1981295
1014	1.2903626
1015	0.572944
1016	1.1849647
1020	0.75056946
1025	0.7213955
1026	1.383987
1027	1.2237358
1028	1.2040436
1029	0.6002735
1030	1.0897166
1031	1.4311562
1032	0.5596695
1033	1.840994
1034	2.1303096
1035	0.8533833
1036	1.6492257
1038	0.58828044
1039	1.2171094
1040	1.1098558
1041	0.6579163
1042	1.6415851
1043	1.4194114
1044	1.0604202
1045	1.5226982
1046	1.2666516
1047	1.4581769
1048	1.292398
1049	0.45861232
1050	1.4477956
1051	1.4481194
1055	0.83777726
1056	0.6945248
1057	1.112744
1058	1.6256604
1059	1.3222324
1060	1.2644408
1061	0.47187704
1062	1.3166218
1063	1.5286654
1064	0.4684009
1065	1.6692021
1066	0.45968512
1067	1.2713051
1068	0.5955806
1069	1.1822704
1070	1.2896209
1072	1.1281365
1073	1.5149614
1078	0.91478944
1080	1.1989381
1084	0.75557244
1086	2.0434961
1087	1.6547357
1088	0.8540071
1089	0.47536668
1090	1.1961083
1093	1.2114874
1095	0.5325102
1096	1.1804872
1098	0.75124
1100	0.889386
1101	0.9067501
1103	0.8231747
1106	0.7557954
1107	1.2220485
1110	1.3154191
1112	0.747424
1113	0.8997309
1114	1.2739918
1116	1.1173272
1117	1.3781698
1119	1.067722
1122	0.6214113
1123	0.97245675
1124	1.3260434
1125	1.3468319
1126	1.2063315
1127	1.3774014
1128	0.49575615
1130	0.85363007
1132	1.1040813
1133	0.58346784
1134	0.9041351
1135	0.68922895
1136	1.2991208
1137	1.8797882
1138	1.2420411
1139	1.5095406
1140	1.2166095
1141	1.5177519
1142	1.792133
1143	1.9484369
1144	0.80157155
1145	1.4767938
1146	1.2533778
1147	1.3568864
1148	1.4972293
1149	1.8716264
1150	1.5225397
1151	0.8495113
1152	0.943975
1153	1.3805796
1154	0.84668565
1155	0.84668565
1156	1.1959156
1157	1.0723578
1159	1.1839665
1160	1.1078559
1162	1.8760576
1165	0.5356626
1169	1.1448433
1171	1.1605387
1179	0.5537919
1181	1.0181597
1183	1.3358654
1185	0.5450751
1190	1.4444547
1197	0.84668565
1199	1.0793852
1200	0.70076805
1202	0.73409534
1203	1.376826
1204	0.7754545
1205	1.1561584
1206	1.0798478
1207	0.84668565
1208	0.49527693
1209	0.84668565
1210	1.1739898
1213	0.7146442
1214	1.0950867
1215	1.3073599
1216	2.0671096
1217	1.1928937
1218	0.72079134
1219	1.0991863
1220	1.1283401
1221	0.84668565
1222	1.1952999
1224	1.2767426
1225	1.6243825
1226	0.67829937
1227	0.63468397
1228	0.6084064
1229	1.3349524
1230	0.7488424
1231	1.3398628
1232	0.5515144
1233	1.2498746
1234	1.0841674
1237	1.8357328
1238	1.7567059
1240	1.5566297
1241	1.3794305
1242	0.84668565
1243	1.3045557
1244	1.1020366
1245	0.6413571
1246	1.1818695
1247	2.1970956
1248	1.2834232
1249	2.1893926
1250	1.5907121
1251	1.5745277
1252	1.2606043
1253	1.1793585
1254	1.4582134
1255	1.0320572
1256	1.2147716
1257	1.3783594
1258	1.4084461
1259	1.3849149
1260	1.2851224
1261	0.4904405
1262	1.2142779
1263	1.6494677
1265	1.1020662
1266	1.5424308
1267	1.6617332
1269	1.2470176
1270	1.4108105
1271	1.3259465
1272	1.3755796
1273	0.6822598
1274	0.8787506
1275	1.298737
1276	1.0406556
1277	1.6718831
1278	1.4682603
1279	0.8248265
1280	1.5771298
1281	1.8037494
1290	1.8511305
1296	1.3666248
1298	2.1929479
1305	0.79144245
1306	2.0778074
1308	0.46456856
1311	1.4598147
1313	1.158859
1324	0.53771996
1325	0.46532422
1326	0.7049209
1336	1.0854174
1337	1.2107389
1339	1.6397378
1342	0.86084396
1343	0.8500347
1345	0.84668565
1347	1.1847708
1348	0.7109292
1350	1.590465
1351	0.6973597
1353	1.1435916
1354	1.2084785
1356	1.0013485
1360	0.51632786
1361	1.38633
1362	1.4559754
1363	1.2668477
1365	1.0928769
1368	0.923229
1374	1.2473562
1376	1.0920624
1377	1.4281582
1378	1.2278055
1379	0.84668565
1380	1.1293043
1381	1.1907125
1382	1.2385362
1383	0.62016344
1384	0.6897691
1385	1.1541806
1386	1.458027
1387	0.61304057
1388	1.1354976
1389	1.4659333
1390	1.1506743
1391	1.8851564
1392	0.84668565
1393	1.1110456
1394	0.6785886
1396	1.9008099
1400	1.276829
1409	1.5571226
1411	0.52649593
1412	0.9056574
1413	1.4246696
1414	1.1299604
1416	1.7086582
1418	0.9461445
1421	0.66699654
1425	1.2086803
1427	0.5013503
1434	0.9899368
1435	0.8480933
1436	0.9689784
1437	1.2362919
1438	1.4073097
1439	2.013999
1440	1.3217963
1441	1.0261276
1442	1.883708
1443	1.4445615
1444	1.5468237
1445	0.8036065
1446	0.49719393
1447	1.1660374
1448	0.5854185
1472	1.1138268
1473	1.0841945
1474	1.21348
1475	1.422691
1476	1.2561345
1477	1.1562083
1478	1.6114824
1480	1.7358308
1484	1.3172106
1488	1.1856695
1489	1.2060077
1490	1.4789087
1491	1.4317706
1493	1.3320382
1494	1.2569283
1495	1.9185553
1497	1.1536893
1503	0.9442315
1506	1.2936606
1507	1.9599931
1511	1.796124
1512	0.76977664
1513	0.5764313
1515	1.1809621
1516	1.0187333
1517	1.1578836
1518	1.4743702
1519	1.4744104
1520	0.8965415
1523	0.84668565
1524	1.0650411
1526	0.6038906
1531	1.1839811
1532	1.7857995
1533	1.1917957
1534	1.5458145
1535	2.3344934
1536	1.3646437
1538	1.7193676
1539	1.0656546
1540	1.0904847
1542	1.12354
1543	0.7165196
1549	1.1157091
1550	0.5597459
1551	0.9158797
1552	0.9814532
1553	0.60620195
1555	1.1025305
1556	1.2558528
1558	1.0532696
1559	1.0017104
1562	1.166322
1564	0.7976084
1566	0.6975324
1567	1.8484644
1568	0.87256235
1569	1.6614813
1570	1.2009404
1571	1.3129869
1572	1.0821588
1573	1.5284933
1574	1.6870687
1575	2.0941114
1576	1.4566407
1577	1.6200707
1578	1.5095704
1579	1.3010814
1583	0.84668565
1585	1.1669352
1586	1.4072188
1587	1.0598336
1589	2.4116876
1590	0.86367786
1591	1.5306695
1592	1.1989052
1593	1.3778281
1596	1.6963671
1597	0.93174815
1598	1.427593
1599	0.84668565
1600	1.4287022
1601	1.201055
1602	0.6833514
1603	0.5721858
1604	1.1815696
1605	0.945132
1606	1.5351386
1607	1.0632651
1608	1.1770573
1609	1.1434405
1610	0.81675553
1611	0.8927423
1612	0.9993216
1613	1.5217247
1616	0.7616414
1617	1.3149157
1618	1.2134656
1620	0.84668565
1621	1.1810083
1622	1.7207658
1623	0.51634526
1625	1.4808695
1626	1.6111517
1627	0.84668565
1628	0.8515117
1630	1.1361243
1631	0.88240826
1632	1.3017969
1633	1.5620286
1634	1.4534025
1636	2.029088
1637	0.8248329
1638	1.2845694
1639	1.1144674
1640	1.5730822
1641	0.87477773
1642	1.2181569
1643	0.8133514
1644	0.6074175
1646	2.4114928
1647	1.1243062
1648	1.2874852
1649	1.3354182
1651	1.2176243
1652	1.1842617
1653	1.0278234
1655	0.6040409
1657	1.3566816
1658	1.8454195
1659	0.78918576
1660	1.231066
1661	1.4233253
1662	1.3594135
1663	1.2344631
1664	1.5747747
1665	0.9127208
1666	0.64812773
1667	1.491553
1669	0.9057511
1670	1.1018772
1671	1.6177859
1673	0.50317967
1674	1.6596295
1675	0.6870503
1677	1.0260668
1678	1.6199471
1679	1.2110076
1681	1.1586738
1682	1.3801868
1683	0.51345694
1684	0.6296322
1685	0.91951406
1687	1.241437
1688	1.036216
1689	1.5717326
1693	1.7548237
1694	1.1645589
1695	1.6258507
1696	1.2731084
1697	0.5375282
1699	0.6451951
1700	1.737894
1701	0.84668565
1702	1.2846144
1703	1.6362677
1706	1.1432159
1707	1.6439055
1708	1.2503214
1709	0.9484824
1711	1.6388309
1712	1.212879
1713	1.7034544
1714	1.6775458
1715	1.3468618
1716	0.5705739
1717	1.5121195
1718	1.1884532
1719	1.9275138
1720	1.5756508
1721	1.5964395
1722	0.71869576
1724	0.84668565
1725	1.0437996
1726	1.600094
1727	1.2349191
1728	0.63493186
1729	1.1518885
1730	1.1571347
1731	0.4651639
1734	1.5173368
1735	0.46333787
1736	1.2584867
1737	0.7754011
1738	1.2480913
1739	0.9964325
1740	0.56284523
1741	1.9799464
1742	0.56538516
1745	0.73304325
1747	1.1203947
1748	0.62705636
1749	1.1932106
1750	1.0153981
1752	0.46359992
1754	0.6627566
1759	1.1260618
1760	1.0364444
1761	0.8152049
1762	1.1171548
1764	0.5361408
1766	0.55310625
1767	1.1546279
1768	1.1763263
1769	1.5710214
1776	1.2522405
1777	1.3481791
1779	1.2746544
1780	1.2743378
1781	1.0922182
1782	0.45572183
1783	1.5410023
1784	1.0099325
1785	1.1411282
1786	1.1057281
1790	0.7399292
1791	1.568616
1792	1.2239099
1793	1.2730721
1794	1.3041357
1797	1.3326592
1800	1.3421376
1801	1.408112
1802	0.7157955
1804	1.3583162
1808	0.7825719
1809	1.2723328
1810	1.9048175
1811	1.4990351
1812	1.9354583
1813	1.0601472
1815	1.8350835
1816	0.77712786
1819	0.9432662
1820	1.4966913
1821	1.284549
1822	1.4687335
1823	1.1037631
1826	0.6855976
1827	1.7227037
1828	1.111908
1829	0.84668565
1830	1.279514
1831	1.3656096
1832	1.327873
1833	0.84668565
1834	0.56548214
1835	0.48705322
1836	0.7777077
1837	0.97863305
1838	1.1245456
1839	1.2092811
1840	2.0214522
1841	0.76655465
1842	1.4175632
1843	0.5379685
1844	1.3109623
1845	1.2111999
1846	1.105856
1848	0.84668565
1851	1.1348646
1854	1.1591475
1855	1.1686611
1856	1.4340284
1858	1.3490186
1859	1.2698745
1860	1.3269902
1861	0.8821434
1863	1.774751
1864	1.5501145
1865	1.3594825
1866	1.3826885
1869	0.8203225
1870	0.84668565
1871	1.3994224
1872	0.497738
1873	0.4981394
1874	0.92957497
1876	0.87785673
1877	1.7801669
1878	0.9779061
1881	0.7517574
1882	1.3841803
1883	1.2574445
1884	0.9721352
1885	1.2454817
1886	1.0500695
1887	1.2073376
1890	1.2947643
1891	2.0476534
1892	1.5930518
1894	2.1043568
1897	1.1001077
1898	1.3145871
1899	0.66199005
1900	1.4038134
1901	1.5502181
1902	1.1823249
1907	1.3179111
1908	1.1721708
1911	1.3145249
1915	1.5994542
1916	1.7189504
1917	1.4603465
1919	1.5205423
1920	1.665838
1921	0.6960976
1925	1.1523472
1926	1.0292609
1927	1.408294
1928	1.9326594
1929	1.3500237
1930	0.63469344
1931	1.3027536
1932	0.6404081
1933	0.98951983
1934	0.84668565
1935	0.7975732
1936	1.5034356
1938	0.9661433
1940	1.2875745
1941	1.4374022
1943	1.4888145
1944	0.633596
1951	1.3681157
1956	2.6679285
1957	1.069354
1963	0.48550025
1965	1.0265627
1967	1.5373204
1968	0.84668565
1975	0.80344355
1977	0.84668565
1978	0.7336212
1979	0.48430482
1988	0.9614737
1989	1.2722919
1990	1.5619687
1991	1.6318204
1993	1.9856627
1994	0.8900134
1996	0.5220343
1997	1.4180423
1999	1.2574537
2001	1.2700467
2007	0.5852893
2011	1.3300663
2014	1.3792541
2015	0.6405815
2020	0.87305796
2022	1.2617633
2023	0.49284565
2025	0.8094842
2026	1.2619587
2027	1.626167
2028	1.0915748
2029	1.4053193
2030	0.61710846
2031	1.2091911
2032	0.55134815
2033	1.1234686
2034	1.2926097
2035	0.673265
2036	1.3254687
2037	1.4455454
2038	1.2232857
2039	1.1990986
2043	1.2298254
2047	0.9939319
2048	1.1171724
2049	0.7325714
2050	1.6953416
2051	1.1070834
2052	1.0304921
2053	1.183361
2054	1.2484672
2055	1.2746174
2056	1.3843554
2057	1.5835453
2058	1.4651043
2060	0.8102363
2063	0.80829614
2065	1.4485791
2066	1.3157263
2068	1.3892964
2069	1.8471656
2072	1.7387664
2073	1.7759169
2075	1.4919941
2076	1.3644123
2077	1.6507158
2085	2.0076916
2086	0.84668565
2087	1.7804096
2088	1.1197537
2090	0.6419329
2092	0.84668565
2093	0.5870079
2094	0.52702403
2095	1.4106882
2096	1.130028
2098	1.1985686
2101	0.8009237
2103	1.1786197
2106	0.55647606
2107	0.84668565
2108	0.72987676
2109	1.3396664
2110	1.3061655
2111	0.5318115
2112	0.5202476
2113	0.84668565
2114	0.84407604
2115	1.0747892
2116	1.4832938
2117	1.345263
2118	1.489732
2127	1.5345225
2128	0.9447074
2129	1.3187693
2130	1.0987077
2131	1.9152384
2133	1.4572301
2134	1.3967464
2135	0.9559956
2136	1.1247109
2137	0.79653597
2138	0.84668565
2139	0.67534095
2140	1.1039872
2141	0.84668565
2142	1.4898765
2143	1.8831352
2144	0.84668565
2145	1.6870826
2146	1.0798767
2147	1.4134045
2148	1.6790586
2149	0.84668565
2150	0.5675004
2152	1.1622263
2155	1.7310239
2156	0.9930567
2157	1.0924736
2158	1.0178201
2159	1.3296688
2161	1.6242564
2162	0.84668565
2163	1.2678711
2164	1.6514403
2165	0.5902051
2167	1.2322038
2168	1.5986598
2169	1.4568944
2170	1.2288966
2171	0.84668565
2172	1.231545
2173	0.84668565
2174	1.2174731
2175	0.6543181
2176	1.4050231
2177	1.2053411
2187	0.83362734
2189	1.2571392
2190	1.1150327
2192	1.2019969
2193	0.8443862
2199	0.8720839
2200	1.0437459
2202	1.0422993
2203	1.6096368
2204	0.6976489
2205	1.2417217
2206	0.91126126
2207	1.5428474
2208	0.9321028
2209	1.231055
2210	1.1710483
2212	0.82123584
2213	1.0071945
2214	1.0275929
2217	0.84668565
2218	0.7205957
2223	2.334786
2224	1.4531066
2225	0.92750335
2226	1.2069821
2227	1.1251912
2228	1.380542
2229	1.0803326
2230	2.3745651
2231	1.270716
2232	1.4138752
2233	1.390322
2234	0.76729566
2235	1.5605373
2238	1.4207386
2239	1.554553
2240	1.4600806
2241	1.0974976
2242	1.1287715
2243	0.6081477
2248	1.6308267
2249	1.4299359
2250	1.6632279
2251	0.84668565
2256	0.9937464
2259	0.9008355
2260	0.8819996
2263	0.52625954
2265	1.4837145
2267	1.3256682
2268	1.1338233
2269	0.49988163
2270	1.2047462
2271	1.3912848
2272	1.5774015
2273	1.6133296
2274	0.69940096
2275	0.87120247
2276	1.3678411
2277	1.6343136
2278	0.99065053
2279	1.0839707
2280	1.2338995
2281	1.0093825
2282	1.5812995
2283	1.3659525
2284	1.6664476
2285	1.1693434
2288	1.1382434
2289	1.3626673
2290	1.7012732
2291	1.2489645
2292	1.3814634
2293	0.6004685
2294	1.2239176
2297	1.4009025
2298	1.908088
2299	1.2008653
2300	1.5114968
2301	0.65949357
2302	0.47636452
2303	1.190437
2305	0.89603555
2311	0.7579957
2312	1.5493515
2314	1.0000125
2315	1.1015542
2316	1.0500188
2317	1.2483549
2318	1.4374931
2319	0.8219923
2320	1.2584532
2321	0.84668565
2322	1.5068882
2323	1.0996662
2324	1.0879148
2326	1.1500742
2327	1.1284137
2328	1.7015924
2329	1.8886523
2330	1.2856803
2331	0.8739978
2334	1.0193005
2335	1.6218903
2336	0.7527486
2337	1.4101927
2338	2.3617647
2339	1.3162218
2340	0.84668565
2341	0.7015818
2342	1.1266873
2343	1.9308541
2344	1.2059932
2345	1.4564879
2346	1.2190373
2347	1.1601412
2348	1.1227545
2349	0.9544777
2353	1.0146072
2354	1.0886667
2356	1.3188955
2360	0.8349331
2361	0.8582027
2362	1.2762731
2364	1.2812152
2366	0.84668565
2367	1.6801263
2368	0.6634871
2369	0.51652306
2370	1.3698201
2371	2.0023298
2376	1.1622579
2378	0.85008395
2381	0.78885204
2382	0.84668565
2388	1.3239243
2389	1.2531264
2390	1.1406889
2391	0.5127906
2400	1.1420538
2401	1.5031602
2402	1.171297
2406	1.4730407
2407	0.84668565
2408	1.1402005
2409	0.91517484
2410	1.1433194
2411	1.6557982
2412	1.5042605
2414	1.4444982
2415	1.5280116
2417	1.8750248
2418	1.5194838
2419	1.1158313
2421	1.4021811
2424	0.84668565
2426	0.6508384
2428	1.181292
2429	0.82413894
2430	0.5000904
2432	0.9311031
2433	0.52620846
2434	1.3049368
2435	1.834785
2436	0.84668565
2437	1.847594
2438	1.4607224
2439	1.7130206
2440	1.5526233
2441	0.653869
2442	1.779712
2443	1.4703307
2444	1.6800663
2445	1.663125
2446	1.201134
2447	0.7489339
2448	0.60251796
2449	0.5322973
2450	1.915519
2451	1.6848431
2452	0.50380296
2453	0.67099
2454	0.63166314
2455	1.577477
2456	1.1655309
2457	1.926374
2458	1.6276064
2459	0.6805417
2460	1.9780593
2461	1.6459968
2464	1.2677276
2470	1.2358519
2472	1.1568849
2473	0.9526168
2477	1.5848608
2479	1.2328433
2480	0.55910826
2487	0.5976444
2501	1.4100096
2504	1.083718
2516	1.8366342
2517	0.85779166
2518	0.7340147
2523	1.3253378
2524	0.5471171
2530	0.6045728
2531	0.5516007
2540	0.8115129
2541	1.3512235
2542	1.1030253
2550	1.3187965
2557	0.45572144
2560	0.9075587
2561	1.3161106
2562	1.6131071
2563	1.4990485
2564	1.1103837
2565	1.9557188
2566	1.1934187
